Time (s),VplgR (V),VplgL (V),Current (V)
1935.00331116,1.66613065327,1.36490804598,-0.000175339901
1935.20252705,1.66613065327,1.36494827586,-8.70604583e-05
1935.40801096,1.66613065327,1.36498850575,-0.000117372996
1935.60775113,1.66613065327,1.36502873563,-0.000201897314
1935.80942607,1.66613065327,1.36506896552,-0.00012987344
1936.00626898,1.66613065327,1.3651091954,-8.10537953e-05
1936.20521307,1.66613065327,1.36514942529,-0.000195184694
1936.40932393,1.66613065327,1.36518965517,-0.000178027067
1936.60330105,1.66613065327,1.36522988506,-9.56498569e-05
1936.80851698,1.66613065327,1.36527011494,-0.00011215771
1937.01008296,1.66613065327,1.36531034483,-0.000198595504
1937.20826411,1.66613065327,1.36535057471,-0.00011738659
1937.40450716,1.66613065327,1.3653908046,-6.56510795e-05
1937.60887694,1.66613065327,1.36543103448,-0.000193205052
1937.80885506,1.66613065327,1.36547126437,-0.000199959419
1938.01494598,1.66613065327,1.36551149425,-0.000101615856
1938.20965314,1.66613065327,1.36555172414,-0.000103853676
1938.40709496,1.66613065327,1.36559195402,-0.000200338505
1938.60636115,1.66613065327,1.36563218391,-0.000147823645
1938.80977297,1.66613065327,1.36567241379,-8.30832452e-05
1939.010741,1.66613065327,1.36571264368,-0.000170260684
1939.20999098,1.66613065327,1.36575287356,-0.000213485715
1939.409235,1.66613065327,1.36579310345,-0.000100241114
1939.61025405,1.66613065327,1.36583333333,-8.48079607e-05
1939.80818796,1.66613065327,1.36587356322,-0.000212068625
1940.00906515,1.66613065327,1.3659137931,-0.000152738647
1940.21009898,1.66613065327,1.36595402299,-8.61733179e-05
1940.41455007,1.66613065327,1.36599425287,-0.000178961489
1940.61010599,1.66613065327,1.36603448276,-0.000205088685
1940.80843616,1.66613065327,1.36607471264,-0.000110174458
1941.01005316,1.66613065327,1.36611494253,-8.58625662e-05
1941.21137214,1.66613065327,1.36615517241,-0.000211024846
1941.41709805,1.66613065327,1.3661954023,-0.000157651241
1941.61680198,1.66613065327,1.36623563218,-9.12972911e-05
1941.81677914,1.66613065327,1.36627586207,-0.000154189183
1942.01762199,1.66613065327,1.36631609195,-0.000207000235
1942.20913696,1.66613065327,1.36635632184,-0.000126558636
1942.41566706,1.66613065327,1.36639655172,-7.52144806e-05
1942.6104691,1.66613065327,1.36643678161,-0.000214172544
1942.81630206,1.66613065327,1.36647701149,-0.000171783163
1943.01755595,1.66613065327,1.36651724138,-8.8345571e-05
1943.21216512,1.66613065327,1.36655747126,-0.000137718143
1943.41189814,1.66613065327,1.36659770115,-0.000201122781
1943.61742401,1.66613065327,1.36663793103,-0.000119492075
1943.81601501,1.66613065327,1.36667816092,-5.74949e-05
1944.01862907,1.66613065327,1.3667183908,-0.000213922909
1944.2184341,1.66613065327,1.36675862069,-0.000174406204
1944.41477704,1.66613065327,1.36679885057,-9.98473508e-05
1944.61341405,1.66613065327,1.36683908046,-0.000128920374
1944.81743097,1.66613065327,1.36687931034,-0.000229724922
1945.01946306,1.66613065327,1.36691954023,-0.00013265697
1945.21743703,1.66613065327,1.36695977011,-6.75841658e-05
1945.4188211,1.66613065327,1.367,-0.000206711978
1946.72417402,1.66617085427,1.36,-0.00116185332
1946.89179516,1.66617085427,1.36004022989,-0.000449608818
1947.05774212,1.66617085427,1.36008045977,-0.000226215824
1947.23038507,1.66617085427,1.36012068966,-0.000110980271
1947.42043495,1.66617085427,1.36016091954,-0.000102648567
1947.62146497,1.66617085427,1.36020114943,-0.000204141753
1947.81835103,1.66617085427,1.36024137931,-0.000151984567
1948.01916814,1.66617085427,1.3602816092,-9.9664967e-05
1948.21900797,1.66617085427,1.36032183908,-0.000193457095
1948.41965699,1.66617085427,1.36036206897,-0.000208335396
1948.61926508,1.66617085427,1.36040229885,-0.00010556624
1948.81906104,1.66617085427,1.36044252874,-8.63346488e-05
1949.01950312,1.66617085427,1.36048275862,-0.000211475634
1949.21887112,1.66617085427,1.36052298851,-0.000163409711
1949.41795301,1.66617085427,1.36056321839,-0.000108429532
1949.61984205,1.66617085427,1.36060344828,-0.000184393806
1949.82581306,1.66617085427,1.36064367816,-0.000244389318
1950.02545214,1.66617085427,1.36068390805,-0.000185268794
1950.21919203,1.66617085427,1.36072413793,-0.000180354517
1950.42081499,1.66617085427,1.36076436782,-0.000374886709
1950.61989999,1.66617085427,1.3608045977,-0.000658025823
1950.82151008,1.66617085427,1.36084482759,-0.000878945797
1951.01996708,1.66617085427,1.36088505747,-0.00138790063
1951.22761512,1.66617085427,1.36092528736,-0.00195500608
1951.42617702,1.66617085427,1.36096551724,-0.0021281064
1951.62003994,1.66617085427,1.36100574713,-0.00218807196
1951.81928802,1.66617085427,1.36104597701,-0.00240723727
1952.02538204,1.66617085427,1.3610862069,-0.00245308221
1952.22653413,1.66617085427,1.36112643678,-0.00242703947
1952.42615914,1.66617085427,1.36116666667,-0.00254050736
1952.61984706,1.66617085427,1.36120689655,-0.00271238079
1952.82184696,1.66617085427,1.36124712644,-0.00274530302
1953.02590895,1.66617085427,1.36128735632,-0.00275648069
1953.2275641,1.66617085427,1.36132758621,-0.00295430002
1953.4268291,1.66617085427,1.36136781609,-0.00298228282
1953.62750006,1.66617085427,1.36140804598,-0.00292273617
1953.82737494,1.66617085427,1.36144827586,-0.00298819625
1954.02078915,1.66617085427,1.36148850575,-0.00313633249
1954.22264695,1.66617085427,1.36152873563,-0.00309054457
1954.42809296,1.66617085427,1.36156896552,-0.00306309437
1954.62721705,1.66617085427,1.3616091954,-0.00317905308
1954.82841301,1.66617085427,1.36164942529,-0.00325531403
1955.02386808,1.66617085427,1.36168965517,-0.00322799147
1955.22296596,1.66617085427,1.36172988506,-0.00326493409
1955.42807603,1.66617085427,1.36177011494,-0.00337982016
1955.63018703,1.66617085427,1.36181034483,-0.00336940125
1955.82845712,1.66617085427,1.36185057471,-0.00335719929
1956.02808714,1.66617085427,1.3618908046,-0.00352390063
1956.22887516,1.66617085427,1.36193103448,-0.00358394426
1956.42468309,1.66617085427,1.36197126437,-0.00348997336
1956.62807894,1.66617085427,1.36201149425,-0.00349477275
1956.828475,1.66617085427,1.36205172414,-0.00362210969
1957.02779698,1.66617085427,1.36209195402,-0.00356346377
1957.22869706,1.66617085427,1.36213218391,-0.00351478693
1957.42564511,1.66617085427,1.36217241379,-0.00364601952
1957.62697911,1.66617085427,1.36221264368,-0.0036488318
1957.82996011,1.66617085427,1.36225287356,-0.00354195839
1958.03202796,1.66617085427,1.36229310345,-0.00355786302
1958.23026514,1.66617085427,1.36233333333,-0.00368596403
1958.42975807,1.66617085427,1.36237356322,-0.00362337435
1958.63020611,1.66617085427,1.3624137931,-0.00357423253
1958.82582593,1.66617085427,1.36245402299,-0.00365388576
1959.02911711,1.66617085427,1.36249425287,-0.00369891971
1959.23488498,1.66617085427,1.36253448276,-0.00359838056
1959.43754601,1.66617085427,1.36257471264,-0.0035600745
1959.63033295,1.66617085427,1.36261494253,-0.00367123515
1959.82846999,1.66617085427,1.36265517241,-0.00363685794
1960.02757812,1.66617085427,1.3626954023,-0.0035305241
1960.22987604,1.66617085427,1.36273563218,-0.00357827566
1960.43593597,1.66617085427,1.36277586207,-0.00362974494
1960.63067293,1.66617085427,1.36281609195,-0.00353572868
1960.83052993,1.66617085427,1.36285632184,-0.00343152992
1961.03643703,1.66617085427,1.36289655172,-0.00353425071
1961.22999907,1.66617085427,1.36293678161,-0.00343176933
1961.43682003,1.66617085427,1.36297701149,-0.00330982188
1961.638556,1.66617085427,1.36301724138,-0.0033323382
1961.83625412,1.66617085427,1.36305747126,-0.00335997813
1962.03550506,1.66617085427,1.36309770115,-0.00323340706
1962.23228598,1.66617085427,1.36313793103,-0.00312371475
1962.43121314,1.66617085427,1.36317816092,-0.00320130893
1962.63752604,1.66617085427,1.3632183908,-0.00311682143
1962.83695793,1.66617085427,1.36325862069,-0.00297420316
1963.03774595,1.66617085427,1.36329885057,-0.00293404234
1963.23687696,1.66617085427,1.36333908046,-0.00297787552
1963.43921208,1.66617085427,1.36337931034,-0.00278462988
1963.6331861,1.66617085427,1.36341954023,-0.00262195568
1963.83722305,1.66617085427,1.36345977011,-0.00261284283
1964.03865814,1.66617085427,1.3635,-0.00249283171
1964.23748302,1.66617085427,1.36354022989,-0.00230086277
1964.44179702,1.66617085427,1.36358045977,-0.00218871897
1964.63321805,1.66617085427,1.36362068966,-0.00216739224
1964.83329201,1.66617085427,1.36366091954,-0.00198177211
1965.04165196,1.66617085427,1.36370114943,-0.00178778731
1965.23789501,1.66617085427,1.36374137931,-0.00182584602
1965.44053411,1.66617085427,1.3637816092,-0.00170662267
1965.6390481,1.66617085427,1.36382183908,-0.00147463895
1965.83580208,1.66617085427,1.36386206897,-0.00135775773
1966.03418803,1.66617085427,1.36390229885,-0.00133534163
1966.23860598,1.66617085427,1.36394252874,-0.00119389177
1966.43892002,1.66617085427,1.36398275862,-0.00102649206
1966.64021993,1.66617085427,1.36402298851,-0.00102141898
1966.83838511,1.66617085427,1.36406321839,-0.000915150706
1967.03644514,1.66617085427,1.36410344828,-0.000712955712
1967.2408371,1.66617085427,1.36414367816,-0.00059608363
1967.44061112,1.66617085427,1.36418390805,-0.000602658739
1967.63916802,1.66617085427,1.36422413793,-0.000448242377
1967.840137,1.66617085427,1.36426436782,-0.000319352161
1968.03940296,1.66617085427,1.3643045977,-0.000343238168
1968.23877597,1.66617085427,1.36434482759,-0.000320948508
1968.43856311,1.66617085427,1.36438505747,-0.000192398397
1968.64099407,1.66617085427,1.36442528736,-0.000150355015
1968.84755206,1.66617085427,1.36446551724,-0.00028034351
1969.04287815,1.66617085427,1.36450574713,-0.000219467474
1969.23895216,1.66617085427,1.36454597701,-0.000124969748
1969.44056916,1.66617085427,1.3645862069,-0.000180596092
1969.642277,1.66617085427,1.36462643678,-0.000228766322
1969.84036899,1.66617085427,1.36466666667,-0.000124272692
1970.04734707,1.66617085427,1.36470689655,-7.69314951e-05
1970.23997808,1.66617085427,1.36474712644,-0.000230683406
1970.44510102,1.66617085427,1.36478735632,-0.00017777334
1970.63980293,1.66617085427,1.36482758621,-9.4996474e-05
1970.83915997,1.66617085427,1.36486781609,-0.000114505371
1971.04911613,1.66617085427,1.36490804598,-0.00020044257
1971.240026,1.66617085427,1.36494827586,-0.000124057345
1971.44655609,1.66617085427,1.36498850575,-7.67103725e-05
1971.64249706,1.66617085427,1.36502873563,-0.000210249471
1971.83961797,1.66617085427,1.36506896552,-0.000172571048
1972.04724193,1.66617085427,1.3651091954,-9.80018515e-05
1972.24706793,1.66617085427,1.36514942529,-0.000133357035
1972.44546008,1.66617085427,1.36518965517,-0.000214531419
1972.64753103,1.66617085427,1.36522988506,-0.00012865317
1972.84700298,1.66617085427,1.36527011494,-7.097043e-05
1973.04342103,1.66617085427,1.36531034483,-0.000208149162
1973.24252105,1.66617085427,1.36535057471,-0.000164603511
1973.44606495,1.66617085427,1.3653908046,-0.000102544502
1973.64851809,1.66617085427,1.36543103448,-0.000145691214
1973.84805799,1.66617085427,1.36547126437,-0.000223901609
1974.04358506,1.66617085427,1.36551149425,-0.000145330897
1974.24279404,1.66617085427,1.36555172414,-8.58016911e-05
1974.44770312,1.66617085427,1.36559195402,-0.000214301753
1974.647367,1.66617085427,1.36563218391,-0.000193819337
1974.84847307,1.66617085427,1.36567241379,-0.000104762953
1975.04905915,1.66617085427,1.36571264368,-0.000114992372
1975.25043607,1.66617085427,1.36575287356,-0.000219547477
1975.44535208,1.66617085427,1.36579310345,-0.000145245118
1975.64385509,1.66617085427,1.36583333333,-6.81470778e-05
1975.85032701,1.66617085427,1.36587356322,-0.000180927297
1976.04818201,1.66617085427,1.3659137931,-0.000199153123
1976.24999213,1.66617085427,1.36595402299,-0.000108924234
1976.44731998,1.66617085427,1.36599425287,-0.000102682013
1976.64615512,1.66617085427,1.36603448276,-0.000217608498
1976.84842205,1.66617085427,1.36607471264,-0.000209572627
1977.05234194,1.66617085427,1.36611494253,-9.60845258e-05
1977.24966502,1.66617085427,1.36615517241,-0.00018060391
1977.449507,1.66617085427,1.3661954023,-0.000198011055
1977.65254307,1.66617085427,1.36623563218,-0.000115758363
1977.84554911,1.66617085427,1.36627586207,-9.14038811e-05
1978.04972196,1.66617085427,1.36631609195,-0.000226521642
1978.24994493,1.66617085427,1.36635632184,-0.000161219772
1978.45549297,1.66617085427,1.36639655172,-8.9704794e-05
1978.65004611,1.66617085427,1.36643678161,-0.000165703114
1978.84833598,1.66617085427,1.36647701149,-0.000206875717
1979.04747415,1.66617085427,1.36651724138,-0.00012054223
1979.25046015,1.66617085427,1.36655747126,-8.28280762e-05
1979.44983101,1.66617085427,1.36659770115,-0.000216346122
1979.65039015,1.66617085427,1.36663793103,-0.000169112357
1979.85052609,1.66617085427,1.36667816092,-0.000102608386
1980.05788112,1.66617085427,1.3667183908,-0.000151041002
1980.24931908,1.66617085427,1.36675862069,-0.000258405624
1980.44958496,1.66617085427,1.36679885057,-0.000154739343
1980.65734005,1.66617085427,1.36683908046,-8.27129434e-05
1980.85727096,1.66617085427,1.36687931034,-0.000220258851
1981.05567408,1.66617085427,1.36691954023,-0.00016375836
1981.24938798,1.66617085427,1.36695977011,-0.000108476813
1981.448493,1.66617085427,1.367,-0.000123874478
1982.75922108,1.66621105528,1.36,-0.00120127065
1982.92925906,1.66621105528,1.36004022989,-0.000444014446
1983.10912704,1.66621105528,1.36008045977,-0.000264213901
1983.28771996,1.66621105528,1.36012068966,-0.000130447062
1983.46730614,1.66621105528,1.36016091954,-8.59430524e-05
1983.65351796,1.66621105528,1.36020114943,-0.000204392471
1983.85253406,1.66621105528,1.36024137931,-0.000190375323
1984.05787706,1.66621105528,1.3602816092,-9.78679496e-05
1984.2586751,1.66621105528,1.36032183908,-0.000105419587
1984.45891809,1.66621105528,1.36036206897,-0.000214503507
1984.65762401,1.66621105528,1.36040229885,-0.000143811427
1984.85862207,1.66621105528,1.36044252874,-7.90518991e-05
1985.05408812,1.66621105528,1.36048275862,-0.000191527017
1985.25733995,1.66621105528,1.36052298851,-0.000201334761
1985.45832801,1.66621105528,1.36056321839,-0.000125235385
1985.65786004,1.66621105528,1.36060344828,-0.000114215914
1985.85828495,1.66621105528,1.36064367816,-0.000235119225
1986.05540895,1.66621105528,1.36068390805,-0.000183552863
1986.26074195,1.66621105528,1.36072413793,-0.000144936292
1986.45936012,1.66621105528,1.36076436782,-0.00031119899
1986.66255593,1.66621105528,1.3608045977,-0.000527737044
1986.86004615,1.66621105528,1.36084482759,-0.000779742405
1987.06035995,1.66621105528,1.36088505747,-0.00119437685
1987.25642896,1.66621105528,1.36092528736,-0.0018230957
1987.45553613,1.66621105528,1.36096551724,-0.00210560946
1987.66056609,1.66621105528,1.36100574713,-0.00222574268
1987.86112404,1.66621105528,1.36104597701,-0.00243486035
1988.05984807,1.66621105528,1.3610862069,-0.00257825063
1988.26276994,1.66621105528,1.36112643678,-0.00255270812
1988.45822811,1.66621105528,1.36116666667,-0.00258464107
1988.65968108,1.66621105528,1.36120689655,-0.00280311882
1988.86603498,1.66621105528,1.36124712644,-0.00283332308
1989.05979896,1.66621105528,1.36128735632,-0.00281609159
1989.26735616,1.66621105528,1.36132758621,-0.00290559238
1989.46367311,1.66621105528,1.36136781609,-0.00303124996
1989.66099501,1.66621105528,1.36140804598,-0.0030143984
1989.86050606,1.66621105528,1.36144827586,-0.0030166462
1990.05969596,1.66621105528,1.36148850575,-0.00319733942
1990.26041508,1.66621105528,1.36152873563,-0.00325462888
1990.46642399,1.66621105528,1.36156896552,-0.00323031952
1990.66265893,1.66621105528,1.3616091954,-0.00328763689
1990.85909295,1.66621105528,1.36164942529,-0.00341582596
1991.06726909,1.66621105528,1.36168965517,-0.00334909184
1991.26845908,1.66621105528,1.36172988506,-0.00328956336
1991.46656108,1.66621105528,1.36177011494,-0.00346185738
1991.66747212,1.66621105528,1.36181034483,-0.00347615761
1991.86715603,1.66621105528,1.36185057471,-0.00342720238
1992.06380916,1.66621105528,1.3618908046,-0.00347354431
1992.26017594,1.66621105528,1.36193103448,-0.00356026326
1992.46644711,1.66621105528,1.36197126437,-0.00354260371
1992.66787601,1.66621105528,1.36201149425,-0.00354202781
1992.86738896,1.66621105528,1.36205172414,-0.00368280551
1993.064013,1.66621105528,1.36209195402,-0.00367704511
1993.26422596,1.66621105528,1.36213218391,-0.00361811587
1993.46727204,1.66621105528,1.36217241379,-0.00361742098
1993.66781306,1.66621105528,1.36221264368,-0.00373381713
1993.86957002,1.66621105528,1.36225287356,-0.00367949491
1994.07034993,1.66621105528,1.36229310345,-0.0036138646
1994.270051,1.66621105528,1.36233333333,-0.00375175567
1994.46437097,1.66621105528,1.36237356322,-0.00378477859
1994.6639111,1.66621105528,1.3624137931,-0.00371178818
1994.86935616,1.66621105528,1.36245402299,-0.00370307245
1995.06935596,1.66621105528,1.36249425287,-0.00382532801
1995.26906514,1.66621105528,1.36253448276,-0.00371206572
1995.46716094,1.66621105528,1.36257471264,-0.00360508187
1995.66481614,1.66621105528,1.36261494253,-0.00369265006
1995.87004614,1.66621105528,1.36265517241,-0.00372569933
1996.06979012,1.66621105528,1.3626954023,-0.00359946837
1996.27058697,1.66621105528,1.36273563218,-0.00353923465
1996.4697001,1.66621105528,1.36277586207,-0.00366748399
1996.66899896,1.66621105528,1.36281609195,-0.00361597851
1996.86577106,1.66621105528,1.36285632184,-0.00358688516
1997.06493402,1.66621105528,1.36289655172,-0.00363465609
1997.26912808,1.66621105528,1.36293678161,-0.00362661805
1997.46840596,1.66621105528,1.36297701149,-0.0034364347
1997.669348,1.66621105528,1.36301724138,-0.00335884388
1997.865942,1.66621105528,1.36305747126,-0.00345002355
1998.06770802,1.66621105528,1.36309770115,-0.00332140427
1998.27005196,1.66621105528,1.36313793103,-0.00319007387
1998.470119,1.66621105528,1.36317816092,-0.00319491982
1998.66931915,1.66621105528,1.3632183908,-0.00321076298
1998.86950207,1.66621105528,1.36325862069,-0.00306108789
1999.07529998,1.66621105528,1.36329885057,-0.00293749188
1999.26908994,1.66621105528,1.36333908046,-0.00300192237
1999.47039509,1.66621105528,1.36337931034,-0.00285355839
1999.67614508,1.66621105528,1.36341954023,-0.00270248474
1999.87107897,1.66621105528,1.36345977011,-0.00259233996
2000.07790709,1.66621105528,1.3635,-0.00254671469
2000.26979208,1.66621105528,1.36354022989,-0.00234619521
2000.47071815,1.66621105528,1.36358045977,-0.00218004548
2000.67736101,1.66621105528,1.36362068966,-0.00219436952
2000.87685394,1.66621105528,1.36366091954,-0.00207451962
2001.07790399,1.66621105528,1.36370114943,-0.00187457664
2001.27850914,1.66621105528,1.36374137931,-0.00180906724
2001.47611308,1.66621105528,1.3637816092,-0.00173732344
2001.67060804,1.66621105528,1.36382183908,-0.00149371475
2001.87723303,1.66621105528,1.36386206897,-0.00131834954
2002.07556415,1.66621105528,1.36390229885,-0.00133976854
2002.2775681,1.66621105528,1.36394252874,-0.00117550714
2002.47699594,1.66621105528,1.36398275862,-0.000979780666
2002.67289615,1.66621105528,1.36402298851,-0.000893603817
2002.8729651,1.66621105528,1.36406321839,-0.00090790958
2003.07830405,1.66621105528,1.36410344828,-0.000746635386
2003.27809095,1.66621105528,1.36414367816,-0.000584765318
2003.48004508,1.66621105528,1.36418390805,-0.000568472453
2003.678334,1.66621105528,1.36422413793,-0.00049252033
2003.87564015,1.66621105528,1.36426436782,-0.000333862927
2004.07376194,1.66621105528,1.3643045977,-0.000257578517
2004.27787709,1.66621105528,1.36434482759,-0.000325370492
2004.4781971,1.66621105528,1.36438505747,-0.000239235149
2004.67779613,1.66621105528,1.36442528736,-0.000147785631
2004.87880993,1.66621105528,1.36446551724,-0.000225006022
2005.07443905,1.66621105528,1.36450574713,-0.000227097189
2005.27353501,1.66621105528,1.36454597701,-0.000136256181
2005.482934,1.66621105528,1.3645862069,-9.75392705e-05
2005.68028808,1.66621105528,1.36462643678,-0.000216505769
2005.878649,1.66621105528,1.36466666667,-0.000172761132
2006.07977796,1.66621105528,1.36470689655,-9.71321552e-05
2006.28029203,1.66621105528,1.36474712644,-0.000169459922
2006.47538996,1.66621105528,1.36478735632,-0.000212782283
2006.67952204,1.66621105528,1.36482758621,-0.00011448456
2006.88168693,1.66621105528,1.36486781609,-7.42539548e-05
2007.081218,1.66621105528,1.36490804598,-0.000219683063
2007.28089595,1.66621105528,1.36494827586,-0.000179511408
2007.47561598,1.66621105528,1.36498850575,-9.94067893e-05
2007.68011308,1.66621105528,1.36502873563,-0.000147522278
2007.88643408,1.66621105528,1.36506896552,-0.000208162755
2008.07933402,1.66621105528,1.3651091954,-0.000122624254
2008.27993512,1.66621105528,1.36514942529,-7.06884323e-05
2008.48556614,1.66621105528,1.36518965517,-0.000206014322
2008.679842,1.66621105528,1.36522988506,-0.00017227714
2008.879704,1.66621105528,1.36527011494,-0.000100649796
2009.08323812,1.66621105528,1.36531034483,-0.000135462037
2009.28008294,1.66621105528,1.36535057471,-0.000212918952
2009.47992897,1.66621105528,1.3653908046,-0.000136138039
2009.68016601,1.66621105528,1.36543103448,-8.08163121e-05
2009.88002896,1.66621105528,1.36547126437,-0.000215386196
2010.08760905,1.66621105528,1.36551149425,-0.000174894047
2010.28833914,1.66621105528,1.36555172414,-9.67965001e-05
2010.48717213,1.66621105528,1.36559195402,-0.000117805498
2010.6872201,1.66621105528,1.36563218391,-0.000211307086
2010.88699698,1.66621105528,1.36567241379,-0.000149767799
2011.08143616,1.66621105528,1.36571264368,-7.96754447e-05
2011.28000498,1.66621105528,1.36575287356,-0.000194493773
2011.48636603,1.66621105528,1.36579310345,-0.000177496877
2011.68774414,1.66621105528,1.36583333333,-8.92103334e-05
2011.88815093,1.66621105528,1.36587356322,-0.000108441325
2012.08118796,1.66621105528,1.3659137931,-0.000212675693
2012.28263402,1.66621105528,1.36595402299,-0.000141579982
2012.48701811,1.66621105528,1.36599425287,-7.69597658e-05
2012.68867302,1.66621105528,1.36603448276,-0.00019563404
2012.88832307,1.66621105528,1.36607471264,-0.000192418367
2013.08655405,1.66621105528,1.36611494253,-9.93722596e-05
2013.28759909,1.66621105528,1.36615517241,-8.95868942e-05
2013.48705006,1.66621105528,1.3661954023,-0.000205086518
2013.68443012,1.66621105528,1.36623563218,-0.000159112245
2013.88893294,1.66621105528,1.36627586207,-7.69948957e-05
2014.09006715,1.66621105528,1.36631609195,-0.000173298782
2014.28828001,1.66621105528,1.36635632184,-0.000201491641
2014.48491216,1.66621105528,1.36639655172,-0.000103280296
2014.68398905,1.66621105528,1.36643678161,-9.0117685e-05
2014.88842797,1.66621105528,1.36647701149,-0.00020574676
2015.09032297,1.66621105528,1.36651724138,-0.000145960943
2015.29010916,1.66621105528,1.36655747126,-9.15590777e-05
2015.48853397,1.66621105528,1.36659770115,-0.000163690025
2015.69021511,1.66621105528,1.36663793103,-0.000198812176
2015.88570809,1.66621105528,1.36667816092,-0.000108267242
2016.08526206,1.66621105528,1.3667183908,-6.38416688e-05
2016.2918961,1.66621105528,1.36675862069,-0.000220105338
2016.48990512,1.66621105528,1.36679885057,-0.000176040207
2016.69228601,1.66621105528,1.36683908046,-9.3276934e-05
2016.88681102,1.66621105528,1.36687931034,-0.000140731339
2017.08823299,1.66621105528,1.36691954023,-0.00021500326
2017.29260707,1.66621105528,1.36695977011,-0.000116022916
2017.48997593,1.66621105528,1.367,-6.64762613e-05
2018.79942513,1.66625125628,1.36,-0.00117403664
2018.977391,1.66625125628,1.36004022989,-0.000354702293
2019.14959812,1.66625125628,1.36008045977,-0.000259052031
2019.31775904,1.66625125628,1.36012068966,-0.00017864087
2019.4889791,1.66625125628,1.36016091954,-9.93780353e-05
2019.69548607,1.66625125628,1.36020114943,-0.000117415585
2019.89693999,1.66625125628,1.36024137931,-0.000205379225
2020.09774613,1.66625125628,1.3602816092,-0.000126271946
2020.29513812,1.66625125628,1.36032183908,-6.45896148e-05
2020.49670196,1.66625125628,1.36036206897,-0.000204770715
2020.69134212,1.66625125628,1.36040229885,-0.000203371312
2020.89623904,1.66625125628,1.36044252874,-0.000106105332
2021.09881997,1.66625125628,1.36048275862,-0.000121630282
2021.29803205,1.66625125628,1.36052298851,-0.000212554543
2021.49709916,1.66625125628,1.36056321839,-0.000147057054
2021.69098616,1.66625125628,1.36060344828,-7.89232896e-05
2021.89258194,1.66625125628,1.36064367816,-0.000201508844
2022.09657907,1.66625125628,1.36068390805,-0.000219970836
2022.29879999,1.66625125628,1.36072413793,-0.000128549347
2022.49988794,1.66625125628,1.36076436782,-0.000147945037
2022.6976831,1.66625125628,1.3608045977,-0.000300467292
2022.89749193,1.66625125628,1.36084482759,-0.000330729423
2023.09422612,1.66625125628,1.36088505747,-0.000559993253
2023.29799795,1.66625125628,1.36092528736,-0.00119270796
2023.49821806,1.66625125628,1.36096551724,-0.00176570554
2023.69939494,1.66625125628,1.36100574713,-0.00210843449
2023.89907408,1.66625125628,1.36104597701,-0.00239002755
2024.09478903,1.66625125628,1.3610862069,-0.00264819741
2024.29432511,1.66625125628,1.36112643678,-0.00271277841
2024.4989531,1.66625125628,1.36116666667,-0.00273732213
2024.69961095,1.66625125628,1.36120689655,-0.00287985402
2024.89951396,1.66625125628,1.36124712644,-0.00299011057
2025.09862995,1.66625125628,1.36128735632,-0.00297115821
2025.30021,1.66625125628,1.36132758621,-0.00302561192
2025.49555612,1.66625125628,1.36136781609,-0.00321634159
2025.69804716,1.66625125628,1.36140804598,-0.00321392451
2025.89889908,1.66625125628,1.36144827586,-0.00321327943
2026.099231,1.66625125628,1.36148850575,-0.0033512369
2026.29920793,1.66625125628,1.36152873563,-0.00348390017
2026.49561906,1.66625125628,1.36156896552,-0.00342649064
2026.69927216,1.66625125628,1.3616091954,-0.00341016012
2026.90044999,1.66625125628,1.36164942529,-0.00356891209
2027.09991503,1.66625125628,1.36168965517,-0.00353284963
2027.29940009,1.66625125628,1.36172988506,-0.00351386574
2027.50241709,1.66625125628,1.36177011494,-0.00358229197
2027.69826007,1.66625125628,1.36181034483,-0.00372493479
2027.89930797,1.66625125628,1.36185057471,-0.00366488201
2028.10666203,1.66625125628,1.3618908046,-0.00363166142
2028.30573702,1.66625125628,1.36193103448,-0.00377468308
2028.500067,1.66625125628,1.36197126437,-0.00374009003
2028.70044208,1.66625125628,1.36201149425,-0.00368695524
2028.89942908,1.66625125628,1.36205172414,-0.00374233315
2029.10359812,1.66625125628,1.36209195402,-0.00385669732
2029.30075312,1.66625125628,1.36213218391,-0.00381833676
2029.50661111,1.66625125628,1.36217241379,-0.00377746083
2029.70747614,1.66625125628,1.36221264368,-0.00390336276
2029.90035105,1.66625125628,1.36225287356,-0.00389995724
2030.10127211,1.66625125628,1.36229310345,-0.00380759652
2030.30276012,1.66625125628,1.36233333333,-0.00381783701
2030.50784898,1.66625125628,1.36237356322,-0.00392738026
2030.70514011,1.66625125628,1.3624137931,-0.00386528636
2030.90704894,1.66625125628,1.36245402299,-0.00379822958
2031.10155511,1.66625125628,1.36249425287,-0.00389951692
2031.30045795,1.66625125628,1.36253448276,-0.00389777969
2031.5001471,1.66625125628,1.36257471264,-0.00379012309
2031.70713711,1.66625125628,1.36261494253,-0.00378089763
2031.90864897,1.66625125628,1.36265517241,-0.00386381922
2032.10805702,1.66625125628,1.3626954023,-0.00378912117
2032.30885696,1.66625125628,1.36273563218,-0.00366311518
2032.50237513,1.66625125628,1.36277586207,-0.00373130898
2032.70133114,1.66625125628,1.36281609195,-0.00374196429
2032.90803909,1.66625125628,1.36285632184,-0.00359679336
2033.10947204,1.66625125628,1.36289655172,-0.00353819027
2033.30752397,1.66625125628,1.36293678161,-0.00363318835
2033.50257802,1.66625125628,1.36297701149,-0.00354433757
2033.70441508,1.66625125628,1.36301724138,-0.0034213295
2033.90876198,1.66625125628,1.36305747126,-0.0034399059
